epoch,step,train_loss,train_ssl_std
0,1737,8.5078125,0.015385419130325317
1,3475,8.945991516113281,0.01540311984717846
2,5213,9.203125,0.015347176231443882
3,6951,9.35733699798584,0.015377956442534924
4,8689,9.438179016113281,0.015353785827755928
5,10427,9.485054016113281,0.015323829837143421
6,12165,9.51970100402832,0.01533947791904211
7,13903,9.512228012084961,0.015341367572546005
8,15641,9.491168022155762,0.015322539955377579
9,17379,9.4765625,0.015262157656252384
10,19117,9.35971450805664,0.015272659249603748
11,20855,9.00985050201416,0.015226301737129688
12,22593,7.752547740936279,0.015116177499294281
13,24331,7.456691741943359,0.015045044012367725
14,26069,6.626528739929199,0.015208589844405651
15,27807,5.72248649597168,0.015455799177289009
16,29545,5.49694299697876,0.015498574823141098
17,31283,5.08695650100708,0.015468666329979897
18,33021,5.016134738922119,0.015368510037660599
19,34759,4.78125,0.015308762900531292
20,36497,4.63952112197876,0.015256477519869804
21,38235,4.6238112449646,0.01519930548965931
22,39973,4.3762736320495605,0.015131060965359211
23,41711,4.56334924697876,0.015112276189029217
24,43449,4.32515287399292,0.01506438385695219
25,45187,4.355044364929199,0.015016548335552216
26,46925,4.274880886077881,0.014974432997405529
27,48663,4.19234037399292,0.01493882481008768
28,50401,4.163638114929199,0.014881572686135769
29,52139,4.0359206199646,0.01487125176936388
30,53877,4.188943386077881,0.014834938570857048
31,55615,4.1222825050354,0.014818759635090828
32,57353,4.10827112197876,0.014786005951464176
33,59091,4.092221260070801,0.014746972359716892
34,60829,4.02836275100708,0.014717267826199532
35,62567,4.07124662399292,0.014686871320009232
36,64305,4.135190010070801,0.01464044488966465
37,66043,4.071841239929199,0.014620727859437466
38,67781,4.05647087097168,0.014595420099794865
39,69519,3.9680707454681396,0.01457975059747696
40,71257,4.033627510070801,0.014545861631631851
41,72995,4.0299763679504395,0.01453483197838068
42,74733,4.0119733810424805,0.01449976209551096
43,76471,3.9504926204681396,0.014493746683001518
44,78209,3.95304012298584,0.01444245409220457
45,79947,3.91363787651062,0.014435184188187122
46,81685,3.8102920055389404,0.0144280306994915
47,83423,3.97027850151062,0.014392941258847713
48,85161,3.9870924949645996,0.014379105530679226
49,86899,3.84612774848938,0.014348592609167099
50,88637,3.85164737701416,0.014333047904074192
51,90375,3.94819974899292,0.014322732575237751
52,92113,3.71781587600708,0.01430392637848854
53,93851,3.9483695030212402,0.014303437434136868
54,95589,3.74796199798584,0.014296453446149826
55,97327,3.75050950050354,0.014256598427891731
56,99065,3.7858355045318604,0.014257034286856651
57,100803,3.80460262298584,0.01423896849155426
58,102541,3.7238450050354004,0.014213193207979202
59,104279,3.69539737701416,0.01420470792800188
60,106017,3.81844425201416,0.014195569790899754
61,107755,3.7420177459716797,0.014181221835315228
62,109493,3.7673232555389404,0.014173480682075024
63,111231,3.7629075050354004,0.014147975482046604
64,112969,3.74363112449646,0.014126161113381386
65,114707,3.7659647464752197,0.014106201007962227
66,116445,3.7868545055389404,0.014087198302149773
67,118183,3.78133487701416,0.01408508699387312
68,119921,3.8171706199645996,0.014085712842643261
69,121659,3.728515625,0.014074535109102726
70,123397,3.77972149848938,0.014022649265825748
71,125135,3.7318274974823,0.014059669338166714
72,126873,3.7916948795318604,0.013988065533339977
73,128611,3.7014267444610596,0.014013770036399364
74,130349,3.6945481300354004,0.01396325696259737
75,132087,3.7276663780212402,0.01396017987281084
76,133825,3.6002037525177,0.013960309326648712
77,135563,3.7638416290283203,0.013924133032560349
78,137301,3.865234375,0.013910854235291481
79,139039,3.6610054969787598,0.013922691345214844
80,140777,3.8170006275177,0.013907238841056824
81,142515,3.7265625,0.013890022411942482
82,144253,3.64639949798584,0.013860772363841534
83,145991,3.6491167545318604,0.013851665891706944
84,147729,3.7077105045318604,0.013881279155611992
85,149467,3.6954822540283203,0.013860239647328854
86,151205,3.66754412651062,0.01382291130721569
87,152943,3.7097487449645996,0.013806117698550224
88,154681,3.6443614959716797,0.013844306580722332
89,156419,3.6512398719787598,0.013833871111273766
90,158157,3.8634510040283203,0.01384121086448431
91,159895,3.66109037399292,0.013811378739774227
92,161633,3.63136887550354,0.01374184899032116
93,163371,3.74507474899292,0.013762799091637135
94,165109,3.66304349899292,0.01375586912035942
95,166847,3.6364638805389404,0.013768143020570278
96,168585,3.6551461219787598,0.01380633469671011
97,170323,3.6433424949645996,0.01379371713846922
98,172061,3.6154892444610596,0.013725428842008114
99,173799,3.56827449798584,0.013727298006415367